,length,gc
ENSG00000225706,5057,0.396875618
ENSG00000225708,1024,0.500976563
ENSG00000225718,2742,0.469365427
ENSG00000225721,765,0.564705882
ENSG00000225725,2841,0.500879972
ENSG00000225730,781,0.435339309
ENSG00000225731,1754,0.476054732
ENSG00000225733,6045,0.525723739
ENSG00000225742,3502,0.474014849
ENSG00000225744,792,0.462121212
ENSG00000225746,27506,0.374754599
ENSG00000225750,279,0.476702509
ENSG00000225751,715,0.447552448
ENSG00000225752,455,0.36043956
ENSG00000225756,2139,0.611033193
ENSG00000225759,543,0.44198895
ENSG00000225760,159,0.578616352
ENSG00000225762,483,0.482401656
ENSG00000225764,1490,0.512080537
ENSG00000225765,847,0.388429752
ENSG00000225767,503,0.393638171
ENSG00000225768,1013,0.476801579
ENSG00000225775,661,0.422087746
ENSG00000225778,3274,0.556505803
ENSG00000225781,942,0.530785563
ENSG00000225783,15892,0.510697206
ENSG00000225785,431,0.37587007
ENSG00000225790,5278,0.349753695
ENSG00000225791,8603,0.447983262
ENSG00000225792,2918,0.399246059
ENSG00000225793,9474,0.375343044
ENSG00000225794,947,0.486800422
ENSG00000225798,383,0.347258486
ENSG00000225805,213,0.399061033
ENSG00000225806,2059,0.501699854
ENSG00000225807,997,0.47442327
ENSG00000225811,602,0.403654485
ENSG00000225815,1228,0.44218241
ENSG00000225818,570,0.426315789
ENSG00000225819,444,0.511261261
ENSG00000225822,386,0.647668394
ENSG00000225825,18,0.611111111
ENSG00000225826,1532,0.424281984
ENSG00000225828,2845,0.614059754
ENSG00000225830,23104,0.422394391
ENSG00000225833,574,0.383275261
ENSG00000225836,368,0.423913043
ENSG00000225850,806,0.574441687
ENSG00000225855,3516,0.605517634
ENSG00000225857,748,0.54144385
ENSG00000225860,NA,NA
ENSG00000225867,519,0.53371869
ENSG00000225868,2982,0.445003353
ENSG00000225870,650,0.427692308
ENSG00000225872,4638,0.600905563
ENSG00000225873,1204,0.48255814
ENSG00000225877,2321,0.510555795
ENSG00000225879,4569,0.440140074
ENSG00000225880,3312,0.44384058
ENSG00000225881,751,0.452729694
ENSG00000225882,708,0.488700565
ENSG00000225884,925,0.428108108
ENSG00000225885,2968,0.402628032
ENSG00000225886,1651,0.49061175
ENSG00000225889,9255,0.453268504
ENSG00000225891,1261,0.437747819
ENSG00000225899,2097,0.473533619
ENSG00000225903,304,0.506578947
ENSG00000225905,543,0.740331492
ENSG00000225913,495,0.501010101
ENSG00000225914,9247,0.427057424
ENSG00000225916,551,0.482758621
ENSG00000225919,372,0.413978495
ENSG00000225921,2364,0.399323181
ENSG00000225924,1364,0.406891496
ENSG00000225929,2030,0.455665025
ENSG00000225930,5281,0.442151108
ENSG00000225932,NA,NA
ENSG00000225936,1657,0.65902233
ENSG00000225937,14176,0.428470655
ENSG00000225938,2070,0.469565217
ENSG00000225940,767,0.417209909
ENSG00000225942,660,0.577272727
ENSG00000225945,419,0.453460621
ENSG00000225948,500,0.382
ENSG00000225950,2343,0.609475032
ENSG00000225951,407,0.56019656
ENSG00000225952,480,0.554166667
ENSG00000225953,6099,0.494835219
ENSG00000225956,446,0.428251121
ENSG00000225960,382,0.463350785
ENSG00000225963,5416,0.484859675
ENSG00000225964,2749,0.403055657
ENSG00000225968,4664,0.654802744
ENSG00000225969,757,0.618229855
ENSG00000225970,318,0.36163522
ENSG00000225973,982,0.490835031
ENSG00000225974,312,0.400641026
ENSG00000225975,4833,0.442375336
ENSG00000225978,1882,0.638682253
ENSG00000225979,452,0.42699115
ENSG00000225981,2797,0.585269932
ENSG00000225982,1145,0.512663755
ENSG00000225986,NA,NA
ENSG00000225988,1928,0.434128631
ENSG00000225992,285,0.575438596
ENSG00000226004,798,0.383458647
ENSG00000226005,2601,0.472510573
ENSG00000226007,2292,0.483856894
ENSG00000226009,1261,0.531324346
ENSG00000226012,287,0.480836237
ENSG00000226017,2496,0.417467949
ENSG00000226022,299,0.448160535
ENSG00000226023,1298,0.399845917
ENSG00000226026,4619,0.412426932
ENSG00000226029,3245,0.459167951
ENSG00000226031,1145,0.48209607
ENSG00000226032,567,0.495590829
ENSG00000226037,666,0.399399399
ENSG00000226041,637,0.554160126
ENSG00000226043,1532,0.395561358
ENSG00000226047,329,0.425531915
ENSG00000226051,5588,0.503221188
ENSG00000226053,2229,0.386720502
ENSG00000226063,580,0.548275862
ENSG00000226067,2600,0.545769231
ENSG00000226070,15205,0.448470898
ENSG00000226078,339,0.492625369
ENSG00000226079,822,0.313868613
ENSG00000226083,2581,0.38822162
ENSG00000226087,2371,0.495149726
ENSG00000226088,575,0.323478261
ENSG00000226091,5663,0.477485432
ENSG00000226097,2139,0.355773726
ENSG00000226101,4848,0.432343234
ENSG00000226113,425,0.423529412
ENSG00000226115,355,0.563380282
ENSG00000226122,1776,0.557432432
ENSG00000226124,6017,0.419810537
ENSG00000226125,2876,0.438803894
ENSG00000226130,232,0.375
ENSG00000226133,1477,0.492213947
ENSG00000226134,692,0.374277457
ENSG00000226137,4773,0.600251414
ENSG00000226140,2547,0.409108755
ENSG00000226143,518,0.517374517
ENSG00000226149,6823,0.394840979
ENSG00000226155,NA,NA
ENSG00000226159,2240,0.367410714
ENSG00000226163,162,0.413580247
ENSG00000226167,1734,0.441753172
ENSG00000226169,451,0.478935698
ENSG00000226172,653,0.563552833
ENSG00000226174,2878,0.631341209
ENSG00000226179,428,0.53271028
ENSG00000226180,2611,0.603217158
ENSG00000226181,308,0.422077922
ENSG00000226193,385,0.425974026
ENSG00000226194,3106,0.448808757
ENSG00000226197,2989,0.407159585
ENSG00000226200,14420,0.42850208
ENSG00000226203,4621,0.37372863
ENSG00000226204,424,0.400943396
ENSG00000226206,916,0.425764192
ENSG00000226207,499,0.318637275
ENSG00000226208,432,0.375
ENSG00000226212,299,0.45819398
ENSG00000226218,407,0.341523342
ENSG00000226235,2781,0.475368572
ENSG00000226237,6068,0.374752802
ENSG00000226238,458,0.445414847
ENSG00000226239,6213,0.509415741
ENSG00000226240,1505,0.461129568
ENSG00000226245,434,0.414746544
ENSG00000226249,603,0.36318408
ENSG00000226250,2356,0.400679117
ENSG00000226251,2749,0.463077483
ENSG00000226252,4036,0.520564916
ENSG00000226258,3685,0.366621438
ENSG00000226263,652,0.469325153
ENSG00000226266,3205,0.387207488
ENSG00000226272,990,0.458585859
ENSG00000226276,379,0.406332454
ENSG00000226277,2430,0.49382716
ENSG00000226281,5275,0.465971564
ENSG00000226286,469,0.558635394
ENSG00000226288,6672,0.412020384
ENSG00000226291,302,0.609271523
ENSG00000226296,597,0.30318258
ENSG00000226302,717,0.389121339
ENSG00000226304,481,0.340956341
ENSG00000226308,1403,0.544547398
ENSG00000226310,2473,0.384957541
ENSG00000226312,4334,0.39247808
ENSG00000226317,1654,0.435912938
ENSG00000226320,7949,0.416656183
ENSG00000226321,5978,0.657410505
ENSG00000226323,263,0.406844106
ENSG00000226328,3225,0.498294574
ENSG00000226330,486,0.497942387
ENSG00000226332,681,0.600587372
ENSG00000226334,469,0.626865672
ENSG00000226337,1739,0.466359977
ENSG00000226352,376,0.369680851
ENSG00000226355,2308,0.516031196
ENSG00000226362,906,0.462472406
ENSG00000226363,1122,0.614081996
ENSG00000226364,682,0.429618768
ENSG00000226367,3612,0.408637874
ENSG00000226370,601,0.344425957
ENSG00000226372,3458,0.417582418
ENSG00000226374,2168,0.546586716
ENSG00000226375,690,0.401449275
ENSG00000226376,196,0.346938776
ENSG00000226377,NA,NA
ENSG00000226380,NA,NA
ENSG00000226383,2716,0.370397644
ENSG00000226386,302,0.51986755
ENSG00000226387,1278,0.455399061
ENSG00000226390,789,0.57287706
ENSG00000226397,2683,0.362653746
ENSG00000226398,346,0.471098266
ENSG00000226409,4786,0.419557041
ENSG00000226412,862,0.412993039
ENSG00000226416,1949,0.660338635
ENSG00000226419,12682,0.442359249
ENSG00000226420,244,0.5
ENSG00000226423,565,0.424778761
ENSG00000226425,442,0.524886878
ENSG00000226426,622,0.467845659
ENSG00000226430,1683,0.50207962
ENSG00000226433,884,0.494343891
ENSG00000226434,NA,NA
ENSG00000226438,558,0.451612903
ENSG00000226440,4132,0.416263311
ENSG00000226441,311,0.437299035
ENSG00000226442,287,0.526132404
ENSG00000226445,5767,0.469048032
ENSG00000226447,444,0.475225225
ENSG00000226453,2924,0.381668947
ENSG00000226455,935,0.520855615
ENSG00000226465,2049,0.470961445
ENSG00000226471,2165,0.467898383
ENSG00000226472,72,0.527777778
ENSG00000226476,15496,0.366739804
ENSG00000226479,5922,0.502870652
ENSG00000226482,3443,0.46616323
ENSG00000226484,1861,0.342289092
ENSG00000226486,1393,0.390524049
ENSG00000226487,376,0.465425532
ENSG00000226488,2169,0.455048409
ENSG00000226490,660,0.734848485
ENSG00000226496,2570,0.457198444
ENSG00000226497,674,0.323442136
ENSG00000226506,882,0.437641723
ENSG00000226508,1009,0.511397423
ENSG00000226510,808,0.482673267
ENSG00000226516,1232,0.522727273
ENSG00000226519,7096,0.40121195
ENSG00000226522,313,0.329073482
ENSG00000226526,636,0.635220126
ENSG00000226527,2508,0.461323764
ENSG00000226530,10446,0.380241241
ENSG00000226533,560,0.421428571
ENSG00000226542,691,0.525325615
ENSG00000226548,652,0.437116564
ENSG00000226562,4084,0.518609207
ENSG00000226566,526,0.342205323
ENSG00000226567,3179,0.50581944
ENSG00000226571,4851,0.448979592
ENSG00000226576,474,0.546413502
ENSG00000226578,712,0.473314607
ENSG00000226581,5178,0.398030127
ENSG00000226587,517,0.425531915
ENSG00000226594,197,0.492385787
ENSG00000226599,614,0.412052117
ENSG00000226600,1298,0.399845917
ENSG00000226601,487,0.492813142
ENSG00000226604,1854,0.44390507
ENSG00000226605,251,0.374501992
ENSG00000226609,1664,0.440504808
ENSG00000226619,199,0.35678392
ENSG00000226622,7849,0.402471652
ENSG00000226627,3003,0.515151515
ENSG00000226629,2141,0.501167679
ENSG00000226640,401,0.443890274
ENSG00000226643,318,0.490566038
ENSG00000226644,546,0.598901099
ENSG00000226645,419,0.38902148
ENSG00000226647,1412,0.356232295
ENSG00000226648,8401,0.443161528
ENSG00000226649,435,0.542528736
ENSG00000226650,4387,0.455664463
ENSG00000226655,477,0.354297694
ENSG00000226659,687,0.554585153
ENSG00000226660,421,0.467933492
ENSG00000226661,635,0.381102362
ENSG00000226664,229,0.471615721
ENSG00000226669,679,0.41826215
ENSG00000226673,3697,0.450635651
ENSG00000226674,26790,0.37779022
ENSG00000226676,687,0.489082969
ENSG00000226679,655,0.483969466
ENSG00000226680,505,0.35049505
ENSG00000226681,533,0.414634146
ENSG00000226685,1165,0.48583691
ENSG00000226686,4411,0.464067105
ENSG00000226688,26725,0.382413471
ENSG00000226690,3737,0.372491303
ENSG00000226694,432,0.428240741
ENSG00000226696,2136,0.52247191
ENSG00000226698,306,0.408496732
ENSG00000226699,184,0.413043478
ENSG00000226702,1204,0.386212625
ENSG00000226706,1117,0.626678603
ENSG00000226707,400,0.4225
ENSG00000226708,269,0.371747212
ENSG00000226709,291,0.432989691
ENSG00000226711,6973,0.465940054
ENSG00000226715,2862,0.393780573
ENSG00000226716,789,0.496831432
ENSG00000226717,2838,0.381254405
ENSG00000226722,1912,0.433577406
ENSG00000226725,1167,0.52613539
ENSG00000226733,1712,0.388434579
ENSG00000226738,NA,NA
ENSG00000226739,466,0.418454936
ENSG00000226741,6356,0.496066709
ENSG00000226742,2035,0.476658477
ENSG00000226746,2844,0.548171589
ENSG00000226747,1472,0.329483696
ENSG00000226751,NA,NA
ENSG00000226752,8084,0.456209797
ENSG00000226754,1941,0.472952087
ENSG00000226756,627,0.496012759
ENSG00000226757,2230,0.542600897
ENSG00000226759,4340,0.408064516
ENSG00000226761,930,0.387096774
ENSG00000226762,4650,0.473978495
ENSG00000226763,2699,0.550203779
ENSG00000226764,516,0.467054264
ENSG00000226770,957,0.404388715
ENSG00000226771,635,0.311811024
ENSG00000226772,539,0.497217069
ENSG00000226777,10311,0.569779847
ENSG00000226779,1038,0.356454721
ENSG00000226780,630,0.493650794
ENSG00000226782,522,0.402298851
ENSG00000226784,1690,0.502366864
ENSG00000226785,NA,NA
ENSG00000226791,5645,0.474224978
ENSG00000226792,3682,0.422596415
ENSG00000226797,742,0.392183288
ENSG00000226798,791,0.343868521
ENSG00000226800,1913,0.655514898
ENSG00000226803,4918,0.393045954
ENSG00000226806,1862,0.441997852
ENSG00000226808,7442,0.461166353
ENSG00000226812,906,0.466887417
ENSG00000226813,1000,0.366
ENSG00000226816,2259,0.471004869
ENSG00000226819,707,0.575671853
ENSG00000226822,4166,0.405424868
ENSG00000226825,1117,0.42256043
ENSG00000226828,2014,0.442899702
ENSG00000226829,1945,0.416452442
ENSG00000226833,6440,0.441149068
ENSG00000226835,4125,0.437818182
ENSG00000226842,466,0.364806867
ENSG00000226846,1783,0.3931576
ENSG00000226849,2682,0.502609993
ENSG00000226851,707,0.408769448
ENSG00000226853,869,0.457997699
ENSG00000226854,1234,0.482171799
ENSG00000226856,3187,0.436774396
ENSG00000226859,690,0.524637681
ENSG00000226861,901,0.428412875
ENSG00000226862,314,0.503184713
ENSG00000226864,1483,0.492919757
ENSG00000226868,174,0.505747126
ENSG00000226871,537,0.554934823
ENSG00000226872,714,0.551820728
ENSG00000226876,940,0.395744681
ENSG00000226877,2475,0.438787879
ENSG00000226883,767,0.355932203
ENSG00000226887,4022,0.410492292
ENSG00000226889,1491,0.44668008
ENSG00000226890,329,0.541033435
ENSG00000226899,830,0.493975904
ENSG00000226900,2466,0.562449311
ENSG00000226903,2574,0.528360528
ENSG00000226904,340,0.376470588
ENSG00000226906,1346,0.430163447
ENSG00000226913,2956,0.514546685
ENSG00000226917,2068,0.549323017
ENSG00000226919,2730,0.410989011
ENSG00000226921,2838,0.532769556
ENSG00000226925,382,0.35078534
ENSG00000226927,245,0.412244898
ENSG00000226929,1294,0.400309119
ENSG00000226935,870,0.405747126
ENSG00000226938,383,0.548302872
ENSG00000226939,557,0.429084381
ENSG00000226941,1946,0.440390545
ENSG00000226944,378,0.603174603
ENSG00000226953,1757,0.421741605
ENSG00000226954,3775,0.496688742
ENSG00000226956,516,0.399224806
ENSG00000226957,649,0.385208012
ENSG00000226963,558,0.670250896
ENSG00000226965,3071,0.36795832
ENSG00000226968,903,0.442967885
ENSG00000226969,538,0.644981413
ENSG00000226978,476,0.388655462
ENSG00000226983,3782,0.381015336
ENSG00000226985,7034,0.404179699
ENSG00000226990,430,0.444186047
ENSG00000226992,592,0.398648649
ENSG00000226994,4753,0.371975594
ENSG00000226995,2882,0.465648855
ENSG00000226996,984,0.418699187
ENSG00000227006,1325,0.497358491
ENSG00000227007,4209,0.384651936
ENSG00000227011,842,0.416864608
ENSG00000227012,1142,0.489492119
ENSG00000227014,2836,0.476022567
ENSG00000227016,1382,0.375542692
ENSG00000227017,674,0.443620178
ENSG00000227021,NA,NA
ENSG00000227028,8475,0.397522124
ENSG00000227029,513,0.536062378
ENSG00000227033,391,0.375959079
ENSG00000227036,27664,0.460020243
ENSG00000227039,2509,0.571941012
ENSG00000227042,611,0.461538462
ENSG00000227043,2666,0.414853713
ENSG00000227045,386,0.479274611
ENSG00000227047,686,0.497084548
ENSG00000227050,491,0.584521385
ENSG00000227051,7819,0.51796905
ENSG00000227053,465,0.548387097
ENSG00000227059,2145,0.58974359
ENSG00000227060,2804,0.413338088
ENSG00000227061,5256,0.483066971
ENSG00000227066,2930,0.496928328
ENSG00000227068,633,0.462875197
ENSG00000227070,519,0.479768786
ENSG00000227071,423,0.572104019
ENSG00000227075,530,0.449056604
ENSG00000227078,520,0.417307692
ENSG00000227082,4737,0.413552882
ENSG00000227083,534,0.43071161
ENSG00000227088,1246,0.296147673
ENSG00000227089,386,0.393782383
ENSG00000227090,540,0.385185185
ENSG00000227091,1660,0.523493976
ENSG00000227094,517,0.390715667
ENSG00000227098,3451,0.379889887
ENSG00000227101,4384,0.475593066
ENSG00000227107,2057,0.549829849
ENSG00000227108,17,0.529411765
ENSG00000227110,11257,0.424091676
ENSG00000227115,18870,0.413831479
ENSG00000227117,1439,0.498262682
ENSG00000227121,1615,0.464396285
ENSG00000227124,7648,0.425993724
ENSG00000227125,562,0.512455516
ENSG00000227131,539,0.456400742
ENSG00000227139,446,0.399103139
ENSG00000227140,1593,0.524168236
ENSG00000227143,2864,0.443435754
ENSG00000227145,3933,0.431731503
ENSG00000227148,419,0.663484487
ENSG00000227150,280,0.603571429
ENSG00000227151,1847,0.533297239
ENSG00000227155,4016,0.43500996
ENSG00000227157,2408,0.439784053
ENSG00000227165,6711,0.460736105
ENSG00000227167,237,0.417721519
ENSG00000227169,356,0.483146067
ENSG00000227170,402,0.353233831
ENSG00000227172,414,0.398550725
ENSG00000227175,380,0.628947368
ENSG00000227181,259,0.401544402
ENSG00000227186,380,0.415789474
ENSG00000227188,498,0.514056225
ENSG00000227189,2165,0.514549654
ENSG00000227191,1013,0.370187562
ENSG00000227192,552,0.367753623
ENSG00000227193,494,0.528340081
ENSG00000227196,19,0.526315789
ENSG00000227197,799,0.392991239
ENSG00000227199,1889,0.585494971
ENSG00000227206,389,0.426735219
ENSG00000227210,3852,0.442627207
ENSG00000227213,433,0.484988453
ENSG00000227215,480,0.435416667
ENSG00000227217,758,0.472295515
ENSG00000227218,2520,0.540873016
ENSG00000227220,NA,NA
ENSG00000227227,571,0.394045534
ENSG00000227230,694,0.332853026
ENSG00000227234,466,0.489270386
ENSG00000227237,462,0.508658009
ENSG00000227240,1595,0.359874608
ENSG00000227244,2767,0.39356704
ENSG00000227245,509,0.47740668
ENSG00000227252,13096,0.431734881
ENSG00000227253,1109,0.390441839
ENSG00000227256,769,0.417425228
ENSG00000227258,5183,0.444916072
ENSG00000227260,611,0.410801964
ENSG00000227268,4376,0.498628885
ENSG00000227269,439,0.507972665
ENSG00000227274,1143,0.374453193
ENSG00000227278,432,0.458333333
ENSG00000227279,644,0.467391304
ENSG00000227282,566,0.512367491
ENSG00000227290,920,0.411956522
ENSG00000227292,622,0.461414791
ENSG00000227293,366,0.475409836
ENSG00000227294,552,0.481884058
ENSG00000227297,823,0.505467801
ENSG00000227301,1144,0.558566434
ENSG00000227303,623,0.494382022
ENSG00000227305,751,0.459387483
ENSG00000227306,587,0.499148211
ENSG00000227307,943,0.594909862
ENSG00000227308,2951,0.465266012
ENSG00000227313,868,0.493087558
ENSG00000227330,478,0.345188285
ENSG00000227335,55,0.709090909
ENSG00000227336,419,0.355608592
ENSG00000227338,1309,0.425515661
ENSG00000227342,424,0.318396226
ENSG00000227345,5158,0.397246995
ENSG00000227352,321,0.398753894
ENSG00000227354,6752,0.363299763
ENSG00000227355,2082,0.444284342
ENSG00000227356,418,0.56937799
ENSG00000227359,561,0.459893048
ENSG00000227360,1077,0.400185701
ENSG00000227364,368,0.576086957
ENSG00000227365,468,0.517094017
ENSG00000227372,9701,0.550561798
ENSG00000227373,7845,0.452644997
ENSG00000227374,495,0.606060606
ENSG00000227375,2137,0.505381376
ENSG00000227386,209,0.401913876
ENSG00000227388,4094,0.447484123
ENSG00000227392,4862,0.509461127
ENSG00000227398,7637,0.497839466
ENSG00000227403,2897,0.35968243
ENSG00000227407,529,0.601134216
ENSG00000227409,459,0.326797386
ENSG00000227418,1712,0.360981308
